GlobalID,index,S_0,S_1,S_2,S_3,S_4,max_pos,max_val,FileName,FileType
{E0AE2F2A-38A5-463C-97B5-9F84A477F9AE},0,0.5142749547958374,-3.638728141784668,2.312465190887451,5.456641674041748,-4.443729400634766,3,5.456641674041748,ATT1000_A5A50BAB-A6EF-4576-A1F8-A07862AADE3A.jpg,image/jpg
{1CD14B56-4046-44C4-B1B8-8FB07A9071E9},1,-2.856116771697998,-1.2544879913330078,-2.636585235595703,6.309785842895508,0.40449827909469604,3,6.309785842895508,ATT1001_8B9F8599-61EF-4690-B195-888BCD319F32.png,image/png
{0C119F06-3578-4028-AA97-924CD22AAF51},2,-6.814807891845703,-6.750594139099121,0.5673326253890991,11.457818031311035,2.3291802406311035,3,11.457818031311035,ATT1002_7DFE65D0-B77A-4C7F-8849-685CEA02E862.jpg,image/jpg
{52700FB3-ADBF-4EDE-BE99-9DF57E40E73F},3,1.9570164680480957,-4.247417449951172,2.362851142883301,2.451181411743164,-1.7994678020477295,3,2.451181411743164,ATT1003_20200718_151437.jpg,image/jpg
{1B521236-D295-4CFF-9677-A08EE988CA5D},4,-4.681598663330078,2.2440457344055176,-1.6478769779205322,5.957905292510986,-1.3813903331756592,3,5.957905292510986,ATT1004_Killer Hornet 2020-07-18 1.jpg,image/jpg
{1B521236-D295-4CFF-9677-A08EE988CA5D},5,-5.289007186889648,-1.4562937021255493,-1.6704548597335815,9.854445457458496,-0.6981636881828308,3,9.854445457458496,ATT1005_Killer Hornet 2020-07-18 2.jpg,image/jpg
{535876B5-7B29-4B44-899C-B9D743924ED5},6,0.008057355880737305,-4.9177350997924805,-3.35355281829834,16.759056091308594,-7.824203014373779,3,16.759056091308594,ATT1006_IMG_20200718_164909.jpg,image/jpg
{535876B5-7B29-4B44-899C-B9D743924ED5},7,4.547787189483643,-10.92698860168457,-1.4202840328216553,13.027877807617188,-4.654954433441162,3,13.027877807617188,ATT1007_IMG_20200718_164728.jpg,image/jpg
{535876B5-7B29-4B44-899C-B9D743924ED5},8,6.291008949279785,-12.224082946777344,-4.576718330383301,11.475714683532715,-0.6634514331817627,3,11.475714683532715,ATT1008_IMG_20200718_164758.jpg,image/jpg
{535876B5-7B29-4B44-899C-B9D743924ED5},9,2.0832157135009766,-11.659666061401367,-3.309478282928467,8.03415584564209,5.023319244384766,3,8.03415584564209,ATT1009_IMG_20200718_164951.jpg,image/jpg
{43506835-18B8-46B2-A2CB-586AF9C8ECE6},10,1.7841155529022217,-3.709459066390991,0.029581546783447266,10.261916160583496,-7.28151798248291,3,10.261916160583496,ATT100_inbound241937372812029587.jpg,image/jpg
{BC4B7E0C-3533-452C-A0B7-1746AB2AAE58},11,-3.4305498600006104,-4.639710426330566,-0.8440066576004028,7.133495807647705,2.6770076751708984,3,7.133495807647705,ATT1010_IMG_14331.jpg,image/jpg
{BC4B7E0C-3533-452C-A0B7-1746AB2AAE58},12,-3.9101662635803223,-6.078584671020508,4.712852954864502,8.767605781555176,-2.9988973140716553,3,8.767605781555176,ATT1011_IMG_14321.jpg,image/jpg
{BC4B7E0C-3533-452C-A0B7-1746AB2AAE58},13,-2.783905506134033,10.370697975158691,-3.8029165267944336,-1.3662233352661133,-0.9246984720230103,1,10.370697975158691,ATT1012_IMG_14301.jpg,image/jpg
{8A00354B-EDCD-464E-B469-C1A999E35732},14,2.605015993118286,-5.85661506652832,-1.9835906028747559,5.370821475982666,0.6587644815444946,3,5.370821475982666,ATT1013_1B872E79-5FCA-4767-B337-0E54C11AF4AE.jpg,image/jpg
{D25557EB-86BC-48F1-993A-7F8B485581D1},15,-4.787470817565918,-7.8738203048706055,6.090701580047607,2.8828845024108887,4.137546539306641,2,6.090701580047607,ATT1014_159986.jpg,image/jpg
{9F6938E3-9C53-41FC-A8B6-D26B4BEF72D7},16,2.376722812652588,6.388838291168213,-4.144905090332031,-0.7824573516845703,-2.497586488723755,1,6.388838291168213,ATT1015_F60ACB0D-0141-48FB-AF18-C7C732903A62.jpg,image/jpg
{9E6407C0-EA53-4DDD-8520-7466998AC350},17,5.963593006134033,-5.1478400230407715,-1.84279203414917,6.751665115356445,-5.176309585571289,3,6.751665115356445,ATT1016_BFEA3915-8C29-4285-8978-DD79A6C116EA.jpg,image/jpg
